OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Duck_Pond,EastMidtownEastA,Gainesvilleish_Region,Haile,HAWTHORNE_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_E,HighSprings_F,High_Springs_Main,LACROSSE_1,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,Real_Tioga,SouthNewmansLake,Springtree_A,Springtree_B,Springtree_C,Thornebrooke,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,West_Outer_Gainesville,West_of_Waldo_rd,swNewberry_A,swNewberry_B,swNewberry_C,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
1607,26166,5.000000000000000,2436,1.000000000000000,SUWANNEE,355400,37541,1994,100,2436.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30,264548.999999999941792,6.474198091503579,-82.435272999999995,29.916274999999999,05309-001-000,HighSprings_B,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.571166718188334,288129.905501062632538,325670.905501062632538,-29729.094498937367462,23580.905501062690746,29729.094498937367462,23580.905501062690746,0.916350324988921
1610,26362,29.800000000000001,1996,1.150000000000000,SUWANNEE,510000,39646,1994,100,1280.000000000000000,716.000000000000000,336.000000000000000,0.000000000000000,30,393854.000000000000000,38.586220625361335,-82.414152999999999,29.882791999999998,05371-048-000,HighSprings_B,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.769004343712105,351162.494885468040593,390808.494885468040593,-119191.505114531959407,-42691.505114531959407,119191.505114531959407,42691.505114531959407,0.766291166442094
1611,26364,10.020000000000000,1384,1.000000000000000,SUWANNEE,307500,3370,2005,100,884.000000000000000,500.000000000000000,400.000000000000000,0.000000000000000,19,258004.999999999970896,12.974292975373171,-82.412076999999996,29.882809000000002,05371-050-000,HighSprings_B,False,False,False,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.502264852751843,268945.719708380056545,272315.719708380056545,-35184.280291619943455,10940.719708380085649,35184.280291619943455,10940.719708380085649,0.885579576287415
1616,26939,1.150000000000000,1180,1.000000000000000,SUWANNEE,178800,1179,2003,100,1010.000000000000000,170.000000000000000,126.000000000000000,0.000000000000000,21,150801.000000000000000,1.489065561045823,-82.441315000000003,29.858091000000002,05591-003-000,HighSprings_B,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.247424968952281,208443.847823142976267,209622.847823142976267,30822.847823142976267,57642.847823142976267,30822.847823142976267,57642.847823142976267,1.172387292075744
1617,26942,1.150000000000000,1296,1.000000000000000,SUWANNEE,184800,4624,2002,100,1296.000000000000000,0.000000000000000,40.000000000000000,0.000000000000000,22,152456.000000000000000,1.489065561045823,-82.439800000000005,29.858087000000001,05591-006-000,HighSprings_B,True,False,False,0.780000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.280766344912799,215510.808972435363103,220134.808972435363103,35334.808972435363103,63054.808972435363103,35334.808972435363103,63054.808972435363103,1.191205676257767
1618,26970,5.000000000000000,2891,1.150000000000000,SUWANNEE,550500,32825,2001,100,1630.000000000000000,630.000000000000000,1403.000000000000000,0.000000000000000,23,435099.999999999941792,6.474198091503579,-82.456971999999993,29.848109999999998,05599-001-001,HighSprings_B,False,False,False,0.770000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.968741761245342,428798.230134488083422,461623.230134488083422,-88876.769865511916578,-6301.769865511858370,88876.769865511916578,6301.769865511858370,0.838552643296073
1619,26983,5.000000000000000,1288,1.000000000000000,SUWANNEE,280500,151,1998,100,1288.000000000000000,0.000000000000000,102.000000000000000,252.000000000000000,26,238273.999999999970896,6.474198091503579,-82.454352000000000,29.846910999999999,05603-010-001,HighSprings_B,False,False,False,0.740000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.405948142440892,244250.139841924392385,244401.139841924392385,-36098.860158075607615,5976.139841924421489,36098.860158075607615,5976.139841924421489,0.871305311379410
1620,27001,5.010000000000000,841,1.000000000000000,SUWANNEE,222300,1301,2016,100,841.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8,187654.000000000000000,6.487146487686585,-82.460014000000001,29.840865000000001,05610-001-002,HighSprings_B,False,False,True,0.920000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.258135761165637,210688.445818176754983,211989.445818176754983,-10310.554181823245017,23034.445818176754983,10310.554181823245017,23034.445818176754983,0.953618739622927
1621,27055,10.199999999999999,1980,1.000000000000000,SUWANNEE,555000,352,2014,100,1980.000000000000000,0.000000000000000,1210.000000000000000,528.000000000000000,10,471398.000000000000000,13.207364106667299,-82.436802000000000,29.838252000000001,05621-001-002,HighSprings_B,False,False,False,0.900000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.984279341337970,435512.745557061803993,435864.745557061803993,-119135.254442938196007,-35885.254442938196007,119135.254442938196007,35885.254442938196007,0.785341883886598
1622,27063,2.030000000000000,744,0.900000000000000,SUWANNEE,28900,1000,1994,100,744.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30,23565.000000000000000,2.628524425150453,-82.440195000000003,29.839590999999999,05624-002-004,HighSprings_B,False,False,True,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.688708266000990,119217.909045828040689,120217.909045828040689,91317.909045828040689,95652.909045828040689,91317.909045828040689,95652.909045828040689,4.159789240340070
1626,27312,3.000000000000000,1452,1.000000000000000,SUWANNEE,291900,4944,1996,100,1452.000000000000000,0.000000000000000,276.000000000000000,405.000000000000000,28,243171.000000000000000,3.884518854902148,-82.428025000000005,29.823649000000000,05716-007-000,HighSprings_B,False,False,False,0.720000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.420915321550318,247933.370460192643804,252877.370460192643804,-39022.629539807356196,4762.370460192643804,39022.629539807356196,4762.370460192643804,0.866315075231904
1627,27372,6.820000000000000,2238,1.150000000000000,SUWANNEE,458000,1344,2007,100,2238.000000000000000,0.000000000000000,682.000000000000000,0.000000000000000,17,387956.000000000000000,8.830806196810883,-82.456881999999993,29.820394000000000,05732-003-004,HighSprings_B,False,False,False,0.830000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.924411237176322,410204.558395759901032,411548.558395759901032,-46451.441604240098968,22248.558395759901032,46451.441604240098968,22248.558395759901032,0.898577638418690
1628,27423,5.430000000000000,760,1.000000000000000,SUWANNEE,184800,2048,2008,100,760.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16,155032.000000000000000,7.030979127372887,-82.430470000000000,29.801410000000001,05746-005-000,HighSprings_B,False,False,True,0.840000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.096656174013397,179271.406515721755568,181319.406515721755568,-3480.593484278244432,24239.406515721755568,3480.593484278244432,24239.406515721755568,0.981165619673819
1634,27868,5.450000000000000,1449,1.000000000000000,SUWANNEE,365400,15666,2007,100,1449.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17,294924.000000000000000,7.056875919738902,-82.440427000000000,29.797523999999999,05835-010-000,HighSprings_B,False,False,False,0.830000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.468655216374025,260056.765853802004131,275722.765853801975027,-89677.234146198024973,-34867.234146197995869,89677.234146198024973,34867.234146197995869,0.754577903267110
1635,27871,5.370000000000000,2701,1.150000000000000,SUWANNEE,589400,4843,1995,100,2376.000000000000000,0.000000000000000,605.000000000000000,483.000000000000000,29,496147.000000000000000,6.953288750274845,-82.442428000000007,29.795544000000000,05835-013-000,HighSprings_B,False,False,False,0.710000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.964974808884557,427186.006121154292487,432029.006121154292487,-157370.993878845707513,-68960.993878845707513,157370.993878845707513,68960.993878845707513,0.732997974416617
1636,27900,4.990000000000000,1500,1.000000000000000,SUWANNEE,517500,76116,2015,100,1500.000000000000000,0.000000000000000,8.000000000000000,0.000000000000000,9,363759.000000000000000,6.461249695320573,-82.447917000000004,29.798984999999998,05849-002-000,HighSprings_B,True,False,False,0.910000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.658292683541589,314359.553156903712079,390475.553156903712079,-127024.446843096287921,-49399.446843096287921,127024.446843096287921,49399.446843096287921,0.754542131704162
1637,27904,8.080000000000000,1398,1.000000000000000,SUWANNEE,320400,4285,1995,100,1398.000000000000000,0.000000000000000,80.000000000000000,472.000000000000000,29,268055.000000000000000,10.462304115869784,-82.446461999999997,29.797259000000000,05849-002-007,HighSprings_B,True,False,False,0.710000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.509072114365015,270782.749058057554066,275067.749058057554066,-45332.250941942445934,2727.749058057554066,45332.250941942445934,2727.749058057554066,0.858513573839131
7513,504928,1.900000000000000,1534,1.000000000000000,SUWANNEE,408800,4774,2006,100,1534.000000000000000,0.000000000000000,456.000000000000000,0.000000000000000,18,342706.000000000000000,2.460195274771360,-82.492531000000000,29.747205999999998,04031-006-001,HighSprings_B,True,False,False,0.820000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.497513775962283,267670.968560002394952,272444.968560002394952,-136355.031439997605048,-75035.031439997605048,136355.031439997605048,75035.031439997605048,0.666450510176131
7514,505116,5.790000000000000,2929,1.150000000000000,SUWANNEE,93400,243,2023,100,2929.000000000000000,0.000000000000000,458.000000000000000,0.000000000000000,1,79147.000000000000000,7.497121389961144,-82.620936999999998,29.757113000000000,01666-006-000,HighSprings_B,False,False,False,0.990000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.277542768312092,583933.723558052675799,584176.723558052675799,490776.723558052675799,504786.723558052675799,490776.723558052675799,504786.723558052675799,6.254568774711485
