,OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd,FID_Market_Cluster_Union,FID_Market_Cluster,Market_Cluster_ID,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST. JOHN'S,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,Carol_Estates,Duck_Pond,EastGNV,EastMidtownEastA,Florida_Park,Gainesvilleish_Region,Golfview,HSBUI_2,Haile_Like,Hawthorne,Hickory_Forest,HighSpringsA,HighSpringsAGNV,HighSpringsAGNVSouth,HighSpringsB,High_Springs,High_Springs_Main,Highland,Jonesville,Kanapaha,Lincoln_Estates,Lugano,Metcalf,MidtownEast_A,MidtownEast_B,MidtownEast_C,Montery,Newnans_Lake,QuailCreek,Rural_North,Rural_South,San_Felasco,Sorrento,Split_Rock,Springtree,SummerCreek,Sweetwater,TC_Forest,Tioga,Tioga_A,Tioga_B,Turkey_Creek,Valwood,Waldo,WaldoRural,Westchester,WildsPlantation,swNewberry_A,swNewberry_B,landiness,in_subdivision,percent_good,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,sale_ratio,Assessment_Val
1714,1715,1,1715,20711,0.07,1743,1.0,SUWANNEE,362500,2010,100,1083.0,2005,2025,0,-82.46679788999998,29.66953854,04321-600-011,660,183.0,474,14,19,0,0,2,3754,154236.01,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23872673842443792,True,0.86,12.620300870590684,302640.48763931403,306394.48763931403,0.8452261727981076,304371.0
1715,1716,1,1716,20891,0.6931,3006,1.1624432,SUWANNEE,699900,2012,100,2707.0,2009,2025,0,-82.46905321,29.65180349,04328-010-054,299,254.0,572,12,15,0,0,2,14015,215200.02,1,35.0,48.0,Tioga_A,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2.3637357485996846,True,0.88,13.246900838602302,566312.2245671223,580327.2245671223,0.8291573432877872,580900.0
1716,1717,1,1717,21346,0.36,5206,1.4343298,SUWANNEE,1472500,2015,100,2899.0,2009,2025,0,-82.48510365999998,29.64580473,04333-112-292,2307,1065.0,1061,9,15,0,0,6,30355,215202.07,2,31.0,43.0,Tioga,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.227737511897109,True,0.91,14.012206290922343,1217373.5776915145,1247728.5776915145,0.8473538727955956,1221270.0
1717,1718,1,1718,21795,0.17,2313,1.0,SUWANNEE,505000,2007,100,2016.0,2007,2025,0,-82.48569458999998,29.65814253,04338-010-065,297,224.0,460,17,17,0,0,2,19320,215200.03,1,43.0,56.0,swNewberry_B,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5797649361736349,True,0.83,12.839652159013164,376868.7109695961,396188.7109695961,0.7845321009298933,409930.0
1720,1721,1,1721,25622,0.35,1322,1.0,ARCHER,285900,2007,100,1054.0,2007,2025,0,-82.51816395,29.52019566,05124-003-005,99,849.0,0,17,17,0,0,2,7775,216200.0,1,1.0,5.0,Archer,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1936336921221893,True,0.83,12.226444763043363,204116.2090910994,211891.2090910994,0.7411374924487562,235240.0
1722,1723,1,1723,30821,0.39,3037,1.1624432,GAINESVILLE,499900,2000,100,2369.0,2000,2025,0,-82.40052815999998,29.72731597,06006-040-035,483,251.0,462,24,24,0,0,2,6631,114310.01,1,30.0,42.0,QuailCreek,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3300489712218684,True,0.76,13.005426778208495,444820.7976839929,451451.7976839929,0.9030842122104279,418284.0
1723,1724,1,1724,31137,0.34,1932,1.0,SUWANNEE,370000,1995,100,1228.0,1986,2025,0,-82.39737363,29.71897728,06007-010-007,512,252.0,0,29,38,0,0,2,4680,114310.03,1,30.0,42.0,QuailCreek,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1595298723472698,True,0.71,12.512794737635385,271792.64979464695,276472.64979464695,0.7472233778233701,309819.99999999994
1724,1725,1,1725,31824,0.32,2064,1.0,GAINESVILLE,340000,2015,100,832.0,1979,2025,0,-82.37145142999998,29.71620421,06014-003-083,1232,0.0,400,9,45,0,0,2,3277,174313.12,2,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0913222327974303,True,0.91,12.817212856040543,368506.21496300073,371783.21496300073,1.0934800440088257,285723.0
1725,1726,1,1726,32012,0.58,1864,1.0,GAINESVILLE,360000,2000,100,1432.0,1977,2025,0,-82.36989038,29.7080761,06014-011-020,432,344.0,528,24,47,0,0,2,1150,174313.12,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.9780215469453424,True,0.76,12.682094429644776,321931.61611052137,323081.61611052137,0.8974489336403372,304850.0
1726,1727,1,1727,33426,0.11,1718,1.0,GAINESVILLE,220000,1988,100,800.0,1985,2025,0,-82.37894369999998,29.70939124,06017-001-034,918,0.0,326,30,39,0,0,2,2804,164314.01,1,16.0,26.0,San_Felasco,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3751420175241167,True,0.7,12.447486478951445,254609.5512043422,257413.5512043422,1.1700615963833736,184195.99999999997
1727,1728,1,1728,8423,0.18,3920,1.0,NEWBERRY,465000,2012,100,1712.0,2012,2025,0,-82.60048727999998,29.64215577,01933-010-098,1856,608.0,616,12,12,0,0,4,1317,215103.13,1,42.0,55.0,swNewberry_A,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6138687559485545,True,0.88,13.096723589077039,487343.05984996486,488660.05984996486,1.0508818491397094,393933.0
1729,1730,1,1730,78686,0.37,2524,1.0,GAINESVILLE,485000,1995,100,2524.0,1979,2025,0,-82.34878442,29.67106397,09013-003-017,0,18.0,504,29,45,0,0,2,6060,324431.05,1,27.0,38.0,MidtownEast_B,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2618413316720287,True,0.71,12.810990061346072,366220.1965321501,372280.1965321501,0.7675880340869075,406190.0
1730,1731,1,1731,83820,0.25,1219,1.0,GAINESVILLE,225000,2007,100,1219.0,2007,2025,0,-82.29878418,29.65790109,10934-000-000,0,36.0,460,17,17,0,0,2,503,315403.01,1,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8525954943729924,True,0.83,12.116571286546769,182877.4044973342,183380.4044973342,0.815024019988152,190747.0
1731,1732,1,1732,18195,0.21,1835,1.0,SUWANNEE,339900,1995,100,1835.0,1986,2025,0,-82.45639629,29.6823219,04211-010-015,0,70.0,519,29,38,0,0,2,2961,154225.01,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7161802152733137,True,0.71,12.563283694226124,285867.4995677305,288828.4995677305,0.8497455121145352,285954.0
1732,1733,1,1733,32595,0.27,1164,1.0,GAINESVILLE,264900,1995,100,1164.0,1976,2025,0,-82.36393067999998,29.70969256,06014-024-041,0,24.0,375,29,48,0,0,2,4436,174313.01,2,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.920803133922832,True,0.71,12.290324751687391,217580.62526322453,222016.62526322453,0.8381148556558118,220728.99999999997
1733,1734,1,1734,33661,0.18,1885,1.0,GAINESVILLE,365000,1995,100,1885.0,1992,2025,0,-82.37964069,29.71450465,06017-034-017,0,268.0,483,29,32,0,0,2,2813,164314.06,1,16.0,26.0,San_Felasco,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6138687559485545,True,0.71,12.57739322450028,289929.5450957344,292742.5450957344,0.8020343701252998,307437.0
1734,1735,1,1735,4451,0.33,1008,1.0,HIGH SPRINGS,239900,1995,100,1008.0,1965,2025,0,-82.60949216,29.82103751,01442-001-005,0,125.0,0,29,59,0,0,1,192,223104.01,2,20.0,31.0,High_Springs,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.12542605257235,True,0.71,12.014798500222732,165181.22776405123,165373.22776405123,0.6893423416592381,203723.0
1735,1736,1,1736,106313,0.1,1269,1.0,NEWBERRY,285000,2016,100,1268.5,2016,2025,0,-82.60367852999998,29.63673808,02544-010-006,0,204.5,308,8,8,0,0,2,422,215104.11,2,42.0,55.0,swNewberry_A,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.34103819774919697,True,0.92,12.367033951586535,234927.9032998531,235349.9032998531,0.8257891343854494,241828.0
1736,1737,1,1737,49495,0.25,1706,1.0,GAINESVILLE,285000,1995,100,1706.0,1956,2025,0,-82.37800909,29.65216616,06484-105-000,0,24.0,0,29,68,0,0,2,5280,145302.01,1,12.0,21.0,HighSpringsAGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8525954943729924,True,0.71,12.506883755438249,270190.82711699593,275470.82711699593,0.9665643056736699,236970.0
1737,1738,1,1738,45956,0.22,1443,1.0,GAINESVILLE,345800,2004,100,1443.0,2000,2025,0,-82.40107616999998,29.66679686,06359-010-002,0,253.0,441,20,24,0,0,2,1504,114334.14,2,12.0,21.0,HighSpringsAGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7502840350482334,True,0.8,12.604760395052006,297973.66677376686,299477.66677376686,0.8660429924053409,292426.0
1739,1740,1,1740,42201,0.23,1673,1.0,ST. JOHN'S,320000,2000,100,1673.0,1996,2025,0,-82.40030885,29.68124467,06150-001-057,0,126.0,399,24,28,0,0,2,404,114327.04,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7843878548231532,True,0.76,12.57360033740581,288831.957893825,289235.957893825,0.9038623684182032,271596.0
1740,1741,1,1741,82079,0.25,1344,1.0,GAINESVILLE,283900,1999,100,1344.0,1959,2025,0,-82.30803073,29.66786237,10620-020-000,0,0.0,285,25,65,0,0,1,2670,324433.01,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8525954943729924,True,0.75,12.352464094525697,231529.85200154554,234199.85200154554,0.8249378372720871,238644.99999999997
1742,1743,1,1743,53740,0.47,2698,1.1624432,ST. JOHN'S,581000,2000,100,2698.0,1997,2025,0,-82.43083711,29.63768276,06668-220-014,0,297.0,528,24,27,0,0,2,3860,125308.03,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6028795294212257,True,0.76,12.981422294658543,434270.24110531295,438130.24110531295,0.7540968005254957,489990.0
1743,1744,1,1744,60787,0.13,1402,1.0,ST. JOHN'S,309000,1995,100,1302.0,1991,2025,0,-82.43615380999998,29.60701235,06860-240-003,0,124.0,400,29,33,0,0,2,1092,125319.03,1,19.0,30.0,Valwood,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.44334965707395607,True,0.71,12.443300205750504,253545.91395483102,254637.91395483102,0.8240709189476731,261557.99999999997
1744,1745,1,1745,37689,0.53,1600,1.0,GAINESVILLE,348000,1995,100,1600.0,1959,2025,0,-82.37626452,29.6890335,06075-024-000,0,0.0,0,29,65,0,0,2,4490,174323.17,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8075024480707442,True,0.71,12.413612341116085,246129.31342140946,250619.31342140946,0.7201704408661191,291310.0
1745,1746,1,1746,38624,0.26,1411,1.0,GAINESVILLE,295000,1995,100,1411.0,1967,2025,0,-82.36843738,29.69055298,06081-003-007,0,112.0,0,29,57,0,0,2,240,134324.15,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8866993141479121,True,0.71,12.314466350100176,222897.28748537815,223137.28748537815,0.7563975846961971,250510.0
1746,1747,1,1747,33114,0.2,1520,1.0,GAINESVILLE,295000,1995,100,1520.0,1989,2025,0,-82.3753386,29.70484852,06015-020-027,0,228.0,506,29,35,0,0,2,1360,164314.11,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6820763954983939,True,0.71,12.433219495149212,251002.83055181804,252362.83055181804,0.8554672222095527,249390.0
1747,1748,1,1748,53809,0.11,1260,1.0,ST. JOHN'S,285000,2001,100,1260.0,2001,2025,0,-82.42285569,29.64213414,06668-500-005,0,140.0,400,23,23,0,0,2,368,125308.12,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3751420175241167,True,0.77,12.374136411710097,236602.4088803198,236970.4088803198,0.831475118878315,241881.99999999997
1750,1751,1,1751,58549,0.5,3634,1.4343298,ST. JOHN'S,1035000,2010,100,3633.5,2010,2025,0,-82.45557913,29.61922252,06852-040-117,0,702.5,790,14,14,0,0,4,21435,125318.13,1,41.0,54.0,WildsPlantation,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.7051909887459848,True,0.86,13.72162388562196,910385.9282997177,931820.9282997177,0.9003100756519011,858315.0
1752,1753,1,1753,46394,0.34,2139,1.0,GAINESVILLE,569000,2005,100,2139.0,1964,2025,0,-82.38968479,29.66696889,06382-017-000,0,40.0,567,19,60,0,0,3,32959,114334.1,2,12.0,21.0,HighSpringsAGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1595298723472698,True,0.81,12.900929681536583,400684.52723312064,433643.52723312064,0.7621151620968728,450690.99999999994
1753,1754,1,1754,74067,0.22,1125,1.0,GAINESVILLE,249900,1995,100,1125.0,1965,2025,0,-82.348428,29.69199016,07930-011-000,0,0.0,0,29,59,0,0,2,480,324419.04,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7502840350482334,True,0.71,12.154198146029213,189889.60311317726,190369.60311317726,0.7617831257029902,211935.0
1755,1756,1,1756,21308,0.21,2013,1.1624432,SUWANNEE,494900,2007,100,2013.0,2007,2025,0,-82.48342802,29.64761533,04333-100-257,0,478.0,495,17,17,0,0,2,872,215202.07,2,31.0,43.0,Tioga,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.7161802152733137,True,0.83,13.07958911056684,479063.8234208801,479935.8234208801,0.9697632318061832,419792.99999999994
1756,1757,1,1757,63748,0.14,2249,1.1624432,ST. JOHN'S,500000,2015,100,2249.0,2005,2025,0,-82.4380646,29.5950275,07054-031-015,0,207.0,483,9,19,0,0,2,788,125329.05,2,8.0,16.0,Hickory_Forest,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47745347684887585,True,0.91,12.96588997361908,427577.13063341985,428365.13063341985,0.8567302612668397,424212.0
1758,1759,1,1759,59624,0.14,1440,1.0,ST. JOHN'S,300000,1995,100,1244.0,1985,2025,0,-82.43222616,29.60967658,06860-050-072,0,246.0,0,29,39,0,0,2,3079,125320.03,2,19.0,30.0,Valwood,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.47745347684887585,True,0.71,12.377753108899674,237459.6774535258,240538.6774535258,0.8017955915117526,251921.0
1759,1760,1,1760,36762,0.24,1554,1.0,ST. JOHN'S,351500,1995,100,1554.0,1982,2025,0,-82.39037371,29.69497324,06064-004-049,0,165.0,528,29,42,0,0,2,5260,114322.01,2,33.0,45.0,Springtree,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8184916745980727,True,0.71,12.457642728394879,257208.6052970272,262468.6052970272,0.7467101146430362,293515.0
1760,1761,1,1761,39449,0.35,2495,1.1624432,GAINESVILLE,550000,1995,100,2495.0,1988,2025,0,-82.35894403999998,29.68073127,06089-002-000,0,445.0,506,29,36,0,0,3,23354,154325.05,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1936336921221893,True,0.71,12.874098601603086,390076.67510021274,413430.67510021274,0.7516921365458413,444146.0
1762,1763,1,1763,44379,0.22,1668,1.1624432,ST. JOHN'S,340000,1995,100,1668.0,1995,2025,0,-82.44833583,29.66352015,06306-010-046,0,340.0,440,29,29,0,0,2,2865,114331.04,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7502840350482334,True,0.71,12.599363143869121,296369.7602849247,299234.7602849247,0.8801022361321315,286135.0
1766,1767,1,1767,28921,0.34,1891,1.1624432,ALACHUA,425000,2006,100,1890.5,2006,2025,0,-82.41568727,29.7608451,05900-160-131,0,347.5,507,18,18,0,0,2,4224,233328.03,1,37.0,50.0,Turkey_Creek,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.1595298723472698,False,0.8200000000000001,12.706232785429888,329797.0635801514,334021.0635801514,0.7859319143062387,357026.0
1767,1768,1,1768,82695,0.14,1300,1.0,GAINESVILLE,162500,1995,100,1300.0,1970,2025,0,-82.29305619,29.66424269,10823-003-000,0,0.0,0,29,54,0,0,2,844,324434.06,1,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47745347684887585,True,0.71,11.873684260266419,143441.7430916643,144285.7430916643,0.8879122651794726,137280.99999999997
1771,1772,1,1772,38412,0.2,1104,1.0,GAINESVILLE,285000,1995,100,1104.0,1985,2025,0,-82.36077949,29.70105445,06076-400-038,0,64.0,242,29,39,0,0,2,2818,134324.12,2,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6820763954983939,True,0.71,12.237377563959411,206360.0141564667,209178.0141564667,0.7339579444086551,239432.0
1772,1773,1,1773,4211,0.28,1477,1.0,HIGH SPRINGS,280000,2003,100,1477.0,2001,2025,0,-82.59638527,29.81755124,01408-033-000,0,162.0,420,21,23,0,0,2,2320,223100.02,1,89.0,31.0,High_Springs_Main,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9549069536977517,True,0.79,12.404630397364595,243928.4923939773,246248.4923939773,0.8794589014070617,235679.99999999997
1773,1774,1,1774,61585,0.39,3183,1.4343298,ST. JOHN'S,815000,2000,100,3183.0,2000,2025,0,-82.44380836,29.62236109,06860-351-013,0,360.0,775,24,24,0,0,3,25743,125318.08,1,10.0,18.0,Haile_Like,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3300489712218684,True,0.76,13.377456608351707,645290.9687204431,671033.9687204431,0.8233545628471695,667007.0
1774,1775,1,1775,92536,0.17,1262,1.0,GAINESVILLE,237500,2007,100,1262.0,1968,2025,0,-82.29912358,29.6437874,16116-010-000,0,24.0,0,17,56,0,0,2,570,315410.03,2,24.0,35.0,Lincoln_Estates,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5797649361736349,True,0.83,12.173276405216448,193547.14500577888,194117.14500577888,0.8173353473927532,201305.0
1775,1776,1,1776,33713,0.22,2253,1.1624432,GAINESVILLE,335000,1996,100,2000.5,1993,2025,0,-82.37878793999998,29.7171773,06017-041-016,0,306.5,441,28,31,0,0,2,3354,164314.2,1,16.0,26.0,San_Felasco,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7502840350482334,True,0.72,12.784016173928777,356473.85349926905,359827.85349926905,1.0741129955202062,281395.99999999994
